LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Chennai,2017,Maruti,Celerio ZXI OPT AMT,Automatic,"74,843 km",Petrol,1st Owner,"₹4,22,299"
Chennai,2015,Maruti,Ritz ZDI,Manual,"95,891 km",Diesel,1st Owner,"₹3,57,299"
Chennai,2011,Hyundai,Santro Xing GL PLUS,Manual,"1,70,829 km",Petrol,1st Owner,"₹2,22,899"
Chennai,2016,Maruti,Celerio ZXI ABS AMT,Automatic,"92,930 km",Petrol,1st Owner,"₹3,94,899"
Chennai,2015,Maruti,Swift VDI ABS,Manual,"73,530 km",Diesel,1st Owner,"₹4,69,999"
Chennai,2011,Maruti,Wagon R 1.0 VXI,Manual,"1,12,742 km",Petrol,1st Owner,"₹2,54,699"
Chennai,2015,Maruti,Alto 800 LXI,Manual,"60,562 km",Petrol,1st Owner,"₹2,60,799"
Chennai,2013,Honda,Brio 1.2 S MT I VTEC,Manual,"63,007 km",Petrol,2nd Owner,"₹3,03,999"
Chennai,2011,Maruti,Wagon R 1.0 VXI,Manual,"78,170 km",Petrol,1st Owner,"₹2,77,399"
Chennai,2018,Maruti,Baleno DELTA 1.2 K12,Manual,"47,586 km",Petrol,1st Owner,"₹5,86,499"
Chennai,2009,Hyundai,i10 SPORTZ 1.2,Manual,"1,35,372 km",Petrol,1st Owner,"₹1,94,299"
Chennai,2013,Volkswagen,Polo COMFORTLINE 1.2L DIESEL,Manual,"1,02,496 km",Diesel,2nd Owner,"₹3,08,999"
Chennai,2013,Hyundai,i20 SPORTZ 1.4 CRDI,Manual,"1,15,703 km",Diesel,2nd Owner,"₹3,19,599"
Chennai,2012,Honda,Brio 1.2 S MT I VTEC,Manual,"81,396 km",Petrol,1st Owner,"₹3,08,999"
Chennai,2020,Maruti,Alto LXI,Manual,"3,494 km",Petrol,1st Owner,"₹4,19,599"
Chennai,2010,Maruti,Alto K10 LXI,Manual,"33,888 km",Petrol,1st Owner,"₹2,21,799"
Chennai,2016,Honda,Jazz 1.2 SV MT,Manual,"21,601 km",Petrol,2nd Owner,"₹5,33,199"
Chennai,2017,Maruti,Alto 800 LXI,Manual,"12,389 km",Petrol,1st Owner,"₹3,22,199"
Chennai,2016,Maruti,Wagon R 1.0 VXI,Manual,"33,463 km",Petrol,1st Owner,"₹3,88,699"
Chennai,2017,Maruti,Alto 800 LXI,Manual,"2,260 km",Petrol,1st Owner,"₹3,41,499"
Chennai,2014,Maruti,Alto 800 LXI,Manual,"24,198 km",Petrol,1st Owner,"₹2,72,299"
Chennai,2016,Hyundai,Eon ERA PLUS,Manual,"25,086 km",Petrol,1st Owner,"₹3,20,299"
Chennai,2016,Maruti,Alto K10 VXI AMT,Manual,"19,487 km",Petrol,1st Owner,"₹3,60,399"
Chennai,2016,Maruti,Alto 800 LXI,Manual,"18,251 km",Petrol,2nd Owner,"₹2,94,799"
Chennai,2016,Maruti,Wagon R 1.0 VXI OPT AMT,Automatic,"32,050 km",Petrol,1st Owner,"₹4,18,999"
Chennai,2013,Maruti,Wagon R 1.0 VXI,Manual,"48,821 km",Petrol,1st Owner,"₹3,52,699"
Chennai,2015,Maruti,Celerio VXI AMT,Automatic,"35,228 km",Petrol,1st Owner,"₹4,00,599"
Chennai,2018,Maruti,Alto 800 VXI,Manual,"17,703 km",Petrol,2nd Owner,"₹3,62,999"
Chennai,2015,Renault,Kwid RXT,Manual,"46,226 km",Petrol,2nd Owner,"₹3,15,199"
Chennai,2014,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"46,161 km",Petrol,1st Owner,"₹4,06,199"
Chennai,2018,Maruti,Alto 800 LXI,Manual,"7,431 km",Petrol,1st Owner,"₹3,39,399"
Chennai,2016,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"26,280 km",Petrol,1st Owner,"₹4,08,699"
Chennai,2017,Ford,New Figo 1.2 TITANIUM,Manual,"19,376 km",Petrol,1st Owner,"₹5,24,499"
Chennai,2017,Maruti,Wagon R 1.0 VXI,Manual,"30,184 km",Petrol,1st Owner,"₹4,44,799"
Chennai,2017,Maruti,Alto 800 LXI,Manual,"35,253 km",Petrol,1st Owner,"₹3,16,499"
Chennai,2016,Tata,Tiago XZ 1.2 REVOTRON,Manual,"42,986 km",Petrol,1st Owner,"₹4,16,199"
Chennai,2013,Maruti,Alto 800 LXI,Manual,"58,171 km",Petrol,2nd Owner,"₹2,63,499"
Chennai,2009,Hyundai,i10 MAGNA 1.2,Manual,"31,179 km",Petrol,1st Owner,"₹2,59,199"
Chennai,2019,Maruti,IGNIS DELTA 1.2 K12,Manual,"19,564 km",Petrol,1st Owner,"₹5,36,799"
Chennai,2011,Toyota,Etios Liva G,Manual,"72,062 km",Petrol,2nd Owner,"₹3,01,199"
Chennai,2010,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"77,859 km",Petrol,1st Owner,"₹3,20,499"
Chennai,2014,Maruti,Wagon R 1.0 VXI,Manual,"67,678 km",Petrol,2nd Owner,"₹3,43,099"
Chennai,2011,Maruti,Alto K10 LXI,Manual,"80,046 km",Petrol,1st Owner,"₹2,26,999"
Chennai,2017,Hyundai,Eon ERA PLUS (O),Manual,"35,527 km",Petrol,1st Owner,"₹3,35,899"
Chennai,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"14,938 km",Petrol,1st Owner,"₹6,66,199"
Chennai,2013,Maruti,Wagon R Stingray VXI,Manual,"62,227 km",Petrol,1st Owner,"₹3,31,799"
Chennai,2019,Maruti,Alto 800 LXI,Manual,"15,919 km",Petrol,1st Owner,"₹3,22,699"
Chennai,2012,Maruti,Alto LXI,Manual,"74,535 km",Petrol,1st Owner,"₹2,40,699"
Chennai,2011,Maruti,Wagon R 1.0 VXI,Manual,"72,997 km",Petrol,2nd Owner,"₹2,80,999"
Chennai,2016,Maruti,Alto 800 LXI,Manual,"47,745 km",Petrol,1st Owner,"₹2,73,599"
Chennai,2015,Hyundai,Elite i20 SPORTZ 1.2,Manual,"47,238 km",Petrol,2nd Owner,"₹5,04,899"
Chennai,2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"4,241 km",Petrol,1st Owner,"₹5,19,199"
Chennai,2016,Maruti,Baleno DELTA 1.2 K12,Manual,"43,630 km",Petrol,1st Owner,"₹5,98,499"
Chennai,2017,Maruti,Celerio VXI (O),Manual,"42,636 km",Petrol,1st Owner,"₹4,34,099"
Chennai,2017,Hyundai,Eon ERA PLUS,Manual,"42,159 km",Petrol,1st Owner,"₹3,32,299"
Chennai,2014,Maruti,Alto 800 LXI,Manual,"56,719 km",Petrol,1st Owner,"₹2,51,899"
Chennai,2018,Maruti,IGNIS DELTA 1.2 K12,Manual,"15,813 km",Petrol,1st Owner,"₹5,19,799"
Chennai,2018,Maruti,Swift VXI,Manual,"31,935 km",Petrol,1st Owner,"₹5,97,199"
Chennai,2019,Maruti,Swift VXI,Manual,"14,448 km",Petrol,1st Owner,"₹6,33,299"
Chennai,2015,Maruti,Wagon R 1.0 VXI,Manual,"59,786 km",Petrol,2nd Owner,"₹3,50,099"
Chennai,2018,Hyundai,Grand i10 MAGNA 1.2 KAPPA VTVT,Manual,"32,373 km",Petrol,1st Owner,"₹5,04,899"
Chennai,2019,Honda,Jazz 1.2 VX AT,Automatic,"4,355 km",Petrol,1st Owner,"₹9,49,699"
Chennai,2011,Ford,Figo 1.4 TITANIUM DURATORQ,Manual,"1,23,397 km",Diesel,1st Owner,"₹2,20,499"
Chennai,2018,Maruti,Alto 800 LXI,Manual,"34,457 km",Petrol,2nd Owner,"₹3,35,999"
Chennai,2013,Maruti,Wagon R 1.0 VXI,Manual,"69,153 km",Petrol,1st Owner,"₹3,56,399"
Chennai,2016,Hyundai,Elite i20 MAGNA 1.2,Manual,"52,129 km",Petrol,1st Owner,"₹5,40,399"
Chennai,2011,Toyota,Corolla Altis 1.8 G,,"1,73,910 km",Petrol,1st Owner,"₹4,40,199"
Chennai,2017,Toyota,Corolla Altis G,Manual,"26,159 km",Petrol,1st Owner,"₹11,39,599"
Chennai,2014,Skoda,Superb ELEGANCE 1.8 TSI MT,Manual,"48,862 km",Petrol,2nd Owner,"₹6,91,299"
Chennai,2016,Mahindra,XUV500 W10,Manual,"1,63,495 km",Diesel,1st Owner,"₹11,14,199"
Chennai,2016,Hyundai,Santa Fe 2WD AT,Automatic,"93,127 km",Diesel,1st Owner,"₹8,75,699"
Chennai,2015,Mahindra,XUV500 W10,Manual,"1,07,622 km",Diesel,1st Owner,"₹10,61,999"
Chennai,2017,Jeep,Compass 2.0 LIMITED,Manual,"24,303 km",Diesel,1st Owner,"₹16,11,999"
Chennai,2016,Hyundai,Tucson New 2WD AT GLS DIESEL,Automatic,"1,32,269 km",Diesel,1st Owner,"₹11,96,699"
Chennai,2014,Audi,Q3 2.0 TDI,Automatic,"67,509 km",Diesel,2nd Owner,"₹12,69,599"
Chennai,2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"14,974 km",Diesel,1st Owner,"₹15,59,699"
Chennai,2016,Mahindra,XUV500 W6 AT,Automatic,"27,043 km",Diesel,1st Owner,"₹10,59,799"
Chennai,2015,Honda,CRV 2.4 AWD AT,Manual,"80,621 km",Petrol,1st Owner,"₹11,51,099"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"43,991 km",Petrol,1st Owner,"₹4,65,699"
Chennai,2012,Maruti,Swift Dzire VDI BS IV,Manual,"61,739 km",Diesel,1st Owner,"₹4,39,599"
Chennai,2019,Hyundai,Verna 1.6 SX+ VTVT AT,Automatic,"6,260 km",Petrol,2nd Owner,"₹10,93,199"
Chennai,2014,Honda,Amaze 1.5 EXMT I DTEC,Manual,"1,06,819 km",Diesel,1st Owner,"₹3,91,399"
Chennai,2014,Hyundai,Verna FLUIDIC 1.6 SX CRDI OPT,Manual,"95,959 km",Diesel,1st Owner,"₹6,17,399"
Chennai,2014,Hyundai,Verna FLUIDIC 1.6 VTVT SX AT,Automatic,"53,081 km",Petrol,1st Owner,"₹5,31,499"
Chennai,2017,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"46,766 km",Petrol,1st Owner,"₹5,46,499"
Chennai,2014,Maruti,Swift Dzire VDI BS IV,Manual,"76,652 km",Diesel,1st Owner,"₹4,64,599"
Chennai,2011,Honda,City S MT PETROL,Manual,"1,48,572 km",Petrol,1st Owner,"₹3,59,999"
Chennai,2017,Volkswagen,Ameo COMFORTLINE 1.2,Manual,"48,014 km",Petrol,1st Owner,"₹4,61,199"
Chennai,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"47,445 km",Petrol,1st Owner,"₹4,70,099"
Chennai,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"18,020 km",Petrol,1st Owner,"₹4,81,699"
Chennai,2018,Maruti,Dzire VXI,Manual,"16,693 km",Petrol,1st Owner,"₹6,75,699"
Chennai,2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"25,356 km",Petrol,1st Owner,"₹6,31,399"
Chennai,2015,Honda,City SV MT PETROL,Manual,"42,617 km",Petrol,2nd Owner,"₹5,99,699"
Chennai,2015,Honda,City V MT PETROL,Manual,"61,592 km",Petrol,2nd Owner,"₹5,71,699"
Chennai,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"68,292 km",Petrol,1st Owner,"₹3,93,699"
Chennai,2010,Honda,City S MT PETROL,Manual,"79,065 km",Petrol,1st Owner,"₹3,74,599"
Chennai,2014,Maruti,Swift Dzire VDI BS IV,Manual,"83,907 km",Diesel,1st Owner,"₹4,77,899"
Chennai,2014,Maruti,Swift Dzire VDI BS IV,Manual,"80,315 km",Diesel,1st Owner,"₹4,81,599"
Chennai,2017,Maruti,Dzire VDI AMT,Automatic,"66,343 km",Diesel,1st Owner,"₹6,00,699"
Chennai,2012,Honda,City V MT PETROL,Manual,"1,13,477 km",Petrol,1st Owner,"₹4,31,499"
Chennai,2016,Maruti,Swift Dzire VDI BS IV,Manual,"46,150 km",Diesel,1st Owner,"₹5,86,099"
Chennai,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"68,105 km",Petrol,1st Owner,"₹4,03,699"
Chennai,2011,Honda,City S MT PETROL,Manual,"86,312 km",Petrol,1st Owner,"₹3,76,299"
Chennai,2015,Honda,City V MT PETROL,Manual,"70,131 km",Petrol,2nd Owner,"₹5,73,199"
Chennai,2018,Volkswagen,Vento HIGHLINE PETROL,Manual,"19,139 km",Petrol,1st Owner,"₹7,92,299"
Chennai,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"95,389 km",Petrol,1st Owner,"₹4,56,699"
Chennai,2009,Maruti,Swift Dzire LXI 1.3,Manual,"1,99,457 km",Petrol,1st Owner,"₹2,33,099"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"41,318 km",Petrol,2nd Owner,"₹4,30,999"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"53,876 km",Petrol,2nd Owner,"₹4,32,199"
Chennai,2019,Maruti,Dzire VXI,Manual,"14,982 km",Petrol,1st Owner,"₹6,53,699"
Chennai,2018,Ford,Figo Aspire 1.2 TITANIUM PETROL,Manual,"20,192 km",Petrol,1st Owner,"₹6,03,599"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT,Manual,"35,859 km",Petrol,1st Owner,"₹9,79,799"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"84,775 km",Petrol,1st Owner,"₹4,30,799"
Chennai,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"1,05,026 km",Petrol,1st Owner,"₹4,48,899"
Chennai,2016,Volkswagen,Vento HIGHLINE DIESEL,Manual,"1,04,708 km",Diesel,2nd Owner,"₹5,38,399"
Chennai,2015,Hyundai,Xcent S 1.2,Manual,"2,34,911 km",Petrol,1st Owner,"₹3,54,199"
Chennai,2018,Volkswagen,Ameo HIGHLINE PLUS 1.0,Manual,"18,112 km",Petrol,1st Owner,"₹5,53,399"
Chennai,2015,Honda,Amaze 1.2 SMT I VTEC,Manual,"96,366 km",Petrol,1st Owner,"₹4,34,599"
Chennai,2014,Honda,City SV MT DIESEL,Manual,"97,746 km",Diesel,1st Owner,"₹5,13,099"
Chennai,2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT OPT AT,Automatic,"67,799 km",Petrol,2nd Owner,"₹4,35,499"
Chennai,2018,Honda,Amaze 1.2 V CVT I VTEC,,"29,177 km",Petrol,1st Owner,"₹6,75,899"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"61,514 km",Petrol,3rd Owner,"₹4,12,999"
Chennai,2018,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"27,384 km",Petrol,2nd Owner,"₹7,03,699"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"64,654 km",Petrol,1st Owner,"₹4,02,599"
Chennai,2010,Honda,City V AT,Automatic,"77,338 km",Petrol,1st Owner,"₹3,77,399"
Chennai,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,04,833 km",Diesel,3rd Owner,"₹4,13,999"
Chennai,2015,Maruti,Swift Dzire VDI BS IV,Manual,"74,575 km",Diesel,1st Owner,"₹4,96,399"
Chennai,2017,Maruti,Dzire VDI AMT,Automatic,"45,121 km",Diesel,1st Owner,"₹7,10,299"
Chennai,2017,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"89,981 km",Petrol,1st Owner,"₹6,46,999"
Chennai,2018,Hyundai,Verna 1.6 SX VTVT AT (O),Automatic,"26,281 km",Petrol,1st Owner,"₹9,95,399"
Chennai,2012,Honda,City V MT PETROL,Manual,"79,174 km",Petrol,2nd Owner,"₹4,77,199"
Chennai,2017,Maruti,Dzire ZDI Plus AMT,Automatic,"76,040 km",Diesel,1st Owner,"₹6,53,799"
Chennai,2011,Toyota,Etios V,Manual,"1,05,407 km",Petrol,3rd Owner,"₹3,39,099"
Chennai,2013,Maruti,Swift Dzire LDI BS IV,Manual,"95,428 km",Diesel,1st Owner,"₹4,10,199"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,19,674 km",Diesel,1st Owner,"₹4,42,399"
Chennai,2013,Maruti,Swift Dzire ZDI,Manual,"1,99,145 km",Diesel,1st Owner,"₹3,90,399"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,62,266 km",Diesel,1st Owner,"₹4,23,499"
Chennai,2013,Honda,City V MT PETROL,Manual,"74,119 km",Petrol,2nd Owner,"₹4,65,399"
Chennai,2018,Honda,Amaze 1.2 V CVT I VTEC,,"29,177 km",Petrol,1st Owner,"₹6,75,899"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"61,514 km",Petrol,3rd Owner,"₹4,12,999"
Chennai,2018,Maruti,Ciaz ALPHA 1.4 VVT,Manual,"27,384 km",Petrol,2nd Owner,"₹7,03,699"
Chennai,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"64,654 km",Petrol,1st Owner,"₹4,02,599"
Chennai,2010,Honda,City V AT,Automatic,"77,338 km",Petrol,1st Owner,"₹3,77,399"
Chennai,2012,Maruti,Swift Dzire VDI BS IV,Manual,"1,04,833 km",Diesel,3rd Owner,"₹4,13,999"
Chennai,2017,Honda,City SV MT PETROL,Manual,"68,719 km",Petrol,1st Owner,"₹7,05,599"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"85,672 km",Diesel,2nd Owner,"₹4,12,899"
Chennai,2012,Honda,City V MT PETROL,Manual,"79,174 km",Petrol,2nd Owner,"₹4,77,199"
Chennai,2017,Maruti,Dzire ZDI Plus AMT,Automatic,"76,040 km",Diesel,1st Owner,"₹6,53,799"
Chennai,2011,Toyota,Etios V,Manual,"1,05,407 km",Petrol,3rd Owner,"₹3,39,099"
Chennai,2013,Maruti,Swift Dzire LDI BS IV,Manual,"95,428 km",Diesel,1st Owner,"₹4,10,199"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,19,674 km",Diesel,1st Owner,"₹4,42,399"
Chennai,2013,Maruti,Swift Dzire ZDI,Manual,"1,99,145 km",Diesel,1st Owner,"₹3,90,399"
Chennai,2013,Maruti,Swift Dzire VDI BS IV,Manual,"1,62,266 km",Diesel,1st Owner,"₹4,23,499"
Chennai,2013,Honda,City V MT PETROL,Manual,"74,119 km",Petrol,2nd Owner,"₹4,65,399"
Chennai,2018,Jeep,Compass 2.0 LONGITUDE (O),Manual,"14,974 km",Diesel,1st Owner,"₹15,59,699"
Chennai,2016,Mahindra,XUV500 W6 AT,Automatic,"27,043 km",Diesel,1st Owner,"₹10,59,799"
Chennai,2015,Honda,CRV 2.4 AWD AT,Manual,"80,621 km",Petrol,1st Owner,"₹11,51,099"
Chennai,2017,Jeep,Compass 2.0 LIMITED,Manual,"24,303 km",Diesel,1st Owner,"₹16,11,999"
Chennai,2016,Hyundai,Tucson New 2WD AT GLS DIESEL,Automatic,"1,32,269 km",Diesel,1st Owner,"₹11,96,699"
Chennai,2014,Audi,Q3 2.0 TDI,Automatic,"67,509 km",Diesel,2nd Owner,"₹12,69,599"
Chennai,2016,Mahindra,XUV500 W10,Manual,"1,63,495 km",Diesel,1st Owner,"₹11,14,199"
Chennai,2016,Hyundai,Santa Fe 2WD AT,Automatic,"93,127 km",Diesel,1st Owner,"₹8,75,699"
Chennai,2015,Mahindra,XUV500 W10,Manual,"1,07,622 km",Diesel,1st Owner,"₹10,61,999"
Chennai,2011,Toyota,Corolla Altis 1.8 G,,"1,73,910 km",Petrol,1st Owner,"₹4,40,199"
Chennai,2017,Toyota,Corolla Altis G,Manual,"26,159 km",Petrol,1st Owner,"₹11,39,599"
Chennai,2014,Skoda,Superb ELEGANCE 1.8 TSI MT,Manual,"48,862 km",Petrol,2nd Owner,"₹6,91,299"
Chennai,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,328 km",Petrol,1st Owner,"₹4,21,099"
Chennai,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"30,005 km",Petrol,2nd Owner,"₹5,75,799"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"7,018 km",Petrol,1st Owner,"₹4,58,499"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"20,162 km",Petrol,1st Owner,"₹4,67,899"
Chennai,2018,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"21,916 km",Petrol,1st Owner,"₹4,24,699"
Chennai,2019,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"30,092 km",Diesel,1st Owner,"₹9,09,199"
Chennai,2017,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"59,953 km",Diesel,2nd Owner,"₹6,77,999"
Chennai,2018,Maruti,Vitara Brezza ZDI PLUS,Manual,"48,151 km",Diesel,1st Owner,"₹9,48,099"
Chennai,2017,Mahindra,Xylo H4 ABS BS IV,Manual,"63,953 km",Diesel,1st Owner,"₹6,83,199"
Chennai,2016,Mahindra,TUV300 T8,Manual,"82,252 km",Diesel,1st Owner,"₹6,32,499"
Chennai,2017,Hyundai,Creta 1.6 SX CRDI,,"1,23,713 km",Diesel,2nd Owner,"₹8,71,299"
Chennai,2011,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"1,21,233 km",Petrol,2nd Owner,"₹2,51,499"
Chennai,2016,Renault,Duster RXZ AMT 110 PS,Automatic,"1,04,769 km",Diesel,1st Owner,"₹7,11,199"
Chennai,2017,Hyundai,Creta 1.6 SX CRDI,,"1,12,774 km",Diesel,1st Owner,"₹8,96,899"
Chennai,2014,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,23,683 km",Diesel,1st Owner,"₹10,29,899"
Chennai,2016,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"1,54,048 km",Petrol,1st Owner,"₹5,61,699"
Chennai,2018,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"86,881 km",Diesel,1st Owner,"₹7,40,899"
Chennai,2017,Hyundai,Creta 1.6 SX CRDI,,"97,959 km",Diesel,1st Owner,"₹9,04,599"
Chennai,2018,Ford,Ecosport 1.5 TITANIUM PLUS TI VCT AT,Manual,"20,024 km",Petrol,1st Owner,"₹8,39,599"
Chennai,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"17,363 km",Petrol,1st Owner,"₹7,84,299"
Chennai,2019,Hyundai,Creta 1.6 VTVT SX AUTO,Automatic,"17,855 km",Petrol,2nd Owner,"₹12,24,699"
Chennai,2019,Mahindra,XUV 3OO W8(O),Manual,"14,187 km",Diesel,1st Owner,"₹11,54,499"
Chennai,2017,Honda,WR-V 1.5 i-DTEC VX MT,Manual,"45,633 km",Diesel,1st Owner,"₹6,78,799"
Chennai,2013,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"84,769 km",Diesel,1st Owner,"₹4,37,899"
Chennai,2012,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"1,15,553 km",Diesel,2nd Owner,"₹8,17,199"
Chennai,2016,Maruti,Vitara Brezza ZDI,Manual,"62,482 km",Diesel,1st Owner,"₹6,77,999"
Chennai,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"9,328 km",Petrol,1st Owner,"₹4,21,099"
Chennai,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"30,005 km",Petrol,2nd Owner,"₹5,75,799"
Chennai,2015,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"85,750 km",Petrol,1st Owner,"₹5,34,299"
Chennai,2017,Maruti,Vitara Brezza ZDI,Manual,"99,381 km",Diesel,1st Owner,"₹7,21,399"
Chennai,2016,Toyota,Innova Crysta 2.4 ZX 7 STR,Manual,"2,76,979 km",Diesel,1st Owner,"₹14,93,499"
Chennai,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"1,24,096 km",Petrol,1st Owner,"₹5,36,099"
Chennai,2012,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"48,814 km",Petrol,1st Owner,"₹2,78,899"
Chennai,2010,Maruti,Eeco 5 STR,Manual,"51,536 km",Petrol,3rd Owner,"₹2,10,899"
Chennai,2020,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,,"15,076 km",Petrol,2nd Owner,"₹10,49,399"
Chennai,2018,Hyundai,Creta 1.6 SX (O) VTVT,Manual,"18,813 km",Petrol,1st Owner,"₹9,25,099"
Chennai,2018,Hyundai,Creta 1.6 SX CRDI,,"47,876 km",Diesel,1st Owner,"₹11,12,799"
Chennai,2016,Maruti,S Cross DELTA 1.3,Manual,"81,558 km",Diesel,1st Owner,"₹6,29,599"
Chennai,2014,Renault,Duster 85 PS RXE,Manual,"1,21,663 km",Diesel,2nd Owner,"₹4,23,499"
Chennai,2016,Toyota,Innova Crysta 2.4 ZX 7 STR,Manual,"1,54,390 km",Diesel,1st Owner,"₹15,33,299"
Chennai,2016,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"1,36,583 km",Diesel,1st Owner,"₹8,12,699"
Chennai,2017,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"21,025 km",Petrol,1st Owner,"₹3,98,199"
Chennai,2016,Maruti,Eeco 5 STR WITH AC PLUS HTR,Manual,"29,906 km",Petrol,1st Owner,"₹3,61,999"
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"8,721 km",Petrol,1st Owner,"₹4,99,599"
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"11,025 km",Petrol,1st Owner,"₹4,28,999"
Chennai,2014,Honda,Mobilio 1.5 V I DTEC,Manual,"78,595 km",Diesel,1st Owner,"₹4,75,299"
Chennai,2016,Mahindra,TUV300 T8,Manual,"51,530 km",Diesel,1st Owner,"₹6,43,499"
Chennai,2019,Renault,TRIBER 1.0 RXZ,Manual,"13,476 km",Petrol,1st Owner,"₹6,70,699"
Chennai,2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"3,351 km",Petrol,1st Owner,"₹4,73,299"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"15,028 km",Petrol,1st Owner,"₹4,51,399"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"18,775 km",Petrol,1st Owner,"₹4,73,899"
Chennai,2019,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"23,090 km",Petrol,1st Owner,"₹4,28,299"
Chennai,2017,Honda,BR-V 1.5 i-VTEC V CVT,Automatic,"38,235 km",Petrol,3rd Owner,"₹8,06,199"
Chennai,2017,Maruti,Ertiga VDI SHVS,Manual,"14,614 km",Diesel,1st Owner,"₹8,59,199"
Chennai,2015,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"85,750 km",Petrol,1st Owner,"₹5,34,299"
Chennai,2017,Maruti,Vitara Brezza ZDI,Manual,"99,381 km",Diesel,1st Owner,"₹7,21,399"
Chennai,2016,Toyota,Innova Crysta 2.4 ZX 7 STR,Manual,"2,76,979 km",Diesel,1st Owner,"₹14,93,499"
Chennai,2015,Ford,Ecosport 1.5 TITANIUM TI VCT AT,Automatic,"1,24,096 km",Petrol,1st Owner,"₹5,36,099"
Chennai,2012,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"48,814 km",Petrol,1st Owner,"₹2,78,899"
Chennai,2010,Maruti,Eeco 5 STR,Manual,"51,536 km",Petrol,3rd Owner,"₹2,10,899"
Chennai,2020,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,,"15,076 km",Petrol,2nd Owner,"₹10,49,399"
