LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
Bengaluru,2014,Maruti,Swift Dzire ZDI,Manual,"1,12,874 km",Diesel,1st Owner,"₹4,85,499"
Bengaluru,2014,Maruti,Swift Dzire VDI BS IV,Manual,"75,129 km",Diesel,1st Owner,"₹4,86,199"
Bengaluru,2014,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"49,418 km",Petrol,1st Owner,"₹4,95,899"
Bengaluru,2017,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"48,240 km",Petrol,1st Owner,"₹7,58,599"
Bengaluru,2017,Maruti,Dzire VXI AMT,Automatic,"35,110 km",Petrol,1st Owner,"₹6,17,399"
Bengaluru,2018,Toyota,YARIS V MT,Manual,"26,525 km",Petrol,1st Owner,"₹8,23,299"
Bengaluru,2011,Honda,City V MT PETROL,Manual,"83,702 km",Petrol,3rd Owner,"₹3,49,399"
Bengaluru,2015,Maruti,Ciaz VXI PLUS,Manual,"60,900 km",Petrol,1st Owner,"₹5,53,999"
Bengaluru,2018,Honda,Amaze 1.5 VXMT I DTEC,Manual,"27,684 km",Diesel,1st Owner,"₹8,25,799"
Bengaluru,2011,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"1,12,617 km",Petrol,1st Owner,"₹3,23,499"
Bengaluru,2018,Maruti,Dzire VXI,Manual,"12,175 km",Petrol,1st Owner,"₹6,78,799"
Bengaluru,2013,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"42,534 km",Petrol,1st Owner,"₹4,79,399"
Bengaluru,2014,Hyundai,Xcent SX 1.2 OPT,Manual,"89,674 km",Petrol,1st Owner,"₹4,26,999"
Bengaluru,2014,Maruti,Swift Dzire ZDI,Manual,"1,12,874 km",Diesel,1st Owner,"₹4,85,499"
Bengaluru,2014,Maruti,Swift Dzire VDI BS IV,Manual,"75,129 km",Diesel,1st Owner,"₹4,86,199"
Bengaluru,2009,Honda,City S MT PETROL,Manual,"1,42,543 km",Petrol,1st Owner,"₹2,90,199"
Bengaluru,2017,Maruti,Dzire VXI,Manual,"20,049 km",Petrol,1st Owner,"₹6,47,599"
Bengaluru,2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"13,244 km",Petrol,1st Owner,"₹6,28,099"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"18,094 km",Petrol,1st Owner,"₹8,51,199"
Bengaluru,2011,Honda,Accord 2.4 MT,Manual,"1,44,202 km",Petrol,1st Owner,"₹5,16,799"
Bengaluru,2018,Maruti,Dzire VXI,Manual,"21,352 km",Petrol,1st Owner,"₹6,35,799"
Bengaluru,2011,Renault,Fluence 2.0 E4 AT,Automatic,"69,953 km",Petrol,3rd Owner,"₹3,27,299"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"28,454 km",Petrol,1st Owner,"₹8,27,199"
Bengaluru,2012,Maruti,Swift Dzire VDI BS IV,Manual,"60,348 km",Diesel,1st Owner,"₹4,74,499"
Bengaluru,2014,Honda,City V MT PETROL,Manual,"58,630 km",Petrol,2nd Owner,"₹5,71,699"
Bengaluru,2017,Honda,City V MT PETROL,Manual,"47,188 km",Petrol,1st Owner,"₹8,14,499"
Bengaluru,2008,Honda,Civic 1.8S MT,Manual,"48,249 km",Petrol,2nd Owner,"₹3,70,499"
Bengaluru,2013,Hyundai,Verna FLUIDIC 1.6 SX VTVT,Manual,"24,654 km",Petrol,2nd Owner,"₹5,75,599"
Bengaluru,2015,Hyundai,New Elantra 1.6 SX AT,,"1,67,939 km",Diesel,1st Owner,"₹7,25,099"
Bengaluru,2015,Audi,A3 35TDI,Automatic,"86,537 km",Diesel,1st Owner,"₹17,17,799"
Bengaluru,2017,Hyundai,New Elantra 2.0 SX (O) AT,Automatic,"41,093 km",Petrol,2nd Owner,"₹11,75,399"
Bengaluru,2012,Skoda,Laura AMBIENTE 2.0 TDI CR AT,Automatic,"1,04,404 km",Diesel,2nd Owner,"₹5,32,199"
Bengaluru,2018,Skoda,Octavia LK 1.8 TSI AT,Automatic,"24,939 km",Petrol,1st Owner,"₹20,43,899"
Bengaluru,2014,Toyota,Corolla Altis D 4D G,Manual,"63,529 km",Diesel,1st Owner,"₹9,60,799"
Bengaluru,2016,Skoda,Superb 1.8 TSI LK AT,Automatic,"97,002 km",Petrol,2nd Owner,"₹13,74,199"
Bengaluru,2009,Audi,A6 2.7 TDI,Automatic,"1,17,083 km",Diesel,2nd Owner,"₹7,43,399"
Bengaluru,2015,Skoda,Octavia ELEGANCE 2.0 TDI CR AT,Automatic,"55,087 km",Diesel,1st Owner,"₹13,22,899"
Bengaluru,2016,Toyota,Corolla Altis G AT,Automatic,"18,212 km",Petrol,2nd Owner,"₹10,60,899"
Bengaluru,2010,Maruti,Alto LXI,Manual,"32,291 km",Petrol,1st Owner,"₹2,18,099"
Bengaluru,2013,Maruti,Alto 800 LXI,Manual,"18,710 km",Petrol,2nd Owner,"₹2,86,399"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"10,252 km",Petrol,1st Owner,"₹2,94,199"
Bengaluru,2017,Maruti,Alto 800 LXI,Manual,"10,742 km",Petrol,2nd Owner,"₹3,55,299"
Bengaluru,2011,Maruti,Alto K10 VXI,Manual,"39,169 km",Petrol,1st Owner,"₹2,64,899"
Bengaluru,2016,Maruti,Alto 800 LXI,Manual,"24,003 km",Petrol,1st Owner,"₹3,07,099"
Bengaluru,2012,Maruti,Alto LXI,Manual,"24,640 km",Petrol,1st Owner,"₹2,90,599"
Bengaluru,2017,Renault,Kwid RXT 1.0 EASY-R  AT,Manual,"10,483 km",Petrol,1st Owner,"₹4,05,799"
Bengaluru,2016,Renault,Kwid RXT Opt,Manual,"30,759 km",Petrol,2nd Owner,"₹3,45,899"
Bengaluru,2014,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"26,578 km",Petrol,1st Owner,"₹4,80,599"
Bengaluru,2012,Ford,Figo 1.2 TITANIUM DURATEC,Manual,"25,954 km",Petrol,1st Owner,"₹3,70,099"
Bengaluru,2013,Maruti,Wagon R 1.0 VXI,Manual,"46,248 km",Petrol,1st Owner,"₹3,70,199"
Bengaluru,2014,Hyundai,Eon MAGNA PLUS,Manual,"30,303 km",Petrol,1st Owner,"₹3,15,299"
Bengaluru,2011,Hyundai,Santro Xing GLS,Manual,"42,987 km",Petrol,1st Owner,"₹2,87,699"
Bengaluru,2015,Maruti,Wagon R 1.0 VXI,Manual,"36,403 km",Petrol,1st Owner,"₹4,28,499"
Bengaluru,2012,Maruti,Swift VXI,Manual,"51,166 km",Petrol,1st Owner,"₹4,68,199"
Bengaluru,2014,Maruti,Wagon R 1.0 VXI,Manual,"43,955 km",Petrol,1st Owner,"₹3,43,499"
Bengaluru,2017,Maruti,Celerio VXI AMT,Automatic,"20,790 km",Petrol,2nd Owner,"₹4,95,999"
Bengaluru,2015,Maruti,Alto K10 VXI,Manual,"26,140 km",Petrol,2nd Owner,"₹3,05,899"
Bengaluru,2011,Maruti,Ritz LXI,Manual,"39,755 km",Petrol,1st Owner,"₹3,63,199"
Bengaluru,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"21,559 km",Petrol,1st Owner,"₹6,39,099"
Bengaluru,2017,Maruti,Alto 800 VXI,Manual,"6,202 km",Petrol,2nd Owner,"₹3,60,299"
Bengaluru,2015,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"20,542 km",Petrol,2nd Owner,"₹4,00,499"
Bengaluru,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"35,879 km",Petrol,2nd Owner,"₹4,64,599"
Bengaluru,2009,Hyundai,i10 SPORTZ 1.2,Manual,"35,925 km",Petrol,1st Owner,"₹3,11,699"
Bengaluru,2016,Maruti,Celerio VXI (O) AMT,Automatic,"30,904 km",Petrol,1st Owner,"₹4,72,499"
Bengaluru,2013,Maruti,Alto 800 LXI,Manual,"22,668 km",Petrol,1st Owner,"₹2,88,099"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"47,436 km",Petrol,1st Owner,"₹3,46,799"
Bengaluru,2010,Maruti,Alto LXI,Manual,"41,388 km",Petrol,3rd Owner,"₹2,17,899"
Bengaluru,2010,Hyundai,i10 SPORTZ 1.2,Manual,"49,583 km",Petrol,1st Owner,"₹3,24,499"
Bengaluru,2012,Maruti,Swift VXI,Manual,"37,736 km",Petrol,2nd Owner,"₹4,42,699"
Bengaluru,2017,Maruti,Celerio ZXI OPT AMT,Automatic,"14,253 km",Petrol,1st Owner,"₹5,08,499"
Bengaluru,2016,Maruti,Alto 800 VXI,Manual,"34,081 km",Petrol,1st Owner,"₹3,10,999"
Bengaluru,2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"53,572 km",Petrol,1st Owner,"₹3,67,299"
Bengaluru,2013,Hyundai,i20 MAGNA O 1.2,Manual,"40,789 km",Petrol,1st Owner,"₹4,33,599"
Bengaluru,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"44,013 km",Petrol,1st Owner,"₹4,48,999"
Bengaluru,2016,Maruti,Wagon R 1.0 VXI,Manual,"27,858 km",Petrol,1st Owner,"₹4,34,299"
Bengaluru,2010,Maruti,Alto LXI,Manual,"36,141 km",Petrol,1st Owner,"₹2,28,499"
Bengaluru,2016,Maruti,Celerio VXI,Manual,"7,113 km",Petrol,1st Owner,"₹4,49,399"
Bengaluru,2016,Renault,Kwid RXT,Manual,"35,445 km",Petrol,1st Owner,"₹3,46,099"
Bengaluru,2010,Maruti,Alto LXI,Manual,"57,772 km",Petrol,1st Owner,"₹2,34,699"
Bengaluru,2017,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"21,401 km",Petrol,1st Owner,"₹6,10,299"
Bengaluru,2016,Volkswagen,Polo COMFORTLINE 1.2L PETROL,Manual,"7,683 km",Petrol,1st Owner,"₹6,20,499"
Bengaluru,2014,Maruti,Ritz VXI BS IV,Manual,"52,410 km",Petrol,1st Owner,"₹4,20,099"
Bengaluru,2014,Maruti,Alto K10 VXI,Manual,"43,290 km",Petrol,3rd Owner,"₹3,10,099"
Bengaluru,2013,Maruti,Wagon R 1.0 VXI,Manual,"52,421 km",Petrol,1st Owner,"₹3,72,299"
Bengaluru,2008,Maruti,A Star VXI,Manual,"60,195 km",Petrol,2nd Owner,"₹2,02,299"
Bengaluru,2011,Maruti,Ritz VXI BS IV,Manual,"60,921 km",Petrol,2nd Owner,"₹3,58,799"
Bengaluru,2014,Honda,Brio 1.2 S MT I VTEC,Manual,"53,538 km",Petrol,2nd Owner,"₹3,35,699"
Bengaluru,2015,Hyundai,Grand i10 ASTA 1.2 AT VTVT,Automatic,"34,758 km",Petrol,1st Owner,"₹5,02,299"
Bengaluru,2015,Maruti,Alto K10 VXI,Manual,"49,168 km",Petrol,1st Owner,"₹3,09,199"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"69,819 km",Petrol,2nd Owner,"₹2,39,099"
Bengaluru,2017,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"4,305 km",Petrol,2nd Owner,"₹5,67,599"
Bengaluru,2018,Hyundai,Elite i20 Magna Executive 1.2 AT,Automatic,"24,969 km",Petrol,2nd Owner,"₹6,41,899"
Bengaluru,2017,Tata,Tiago XZA 1.2 REVOTRON,Automatic,"10,252 km",Petrol,1st Owner,"₹5,71,699"
Bengaluru,2015,Hyundai,Grand i10 ASTA 1.2 (O) VTVT,Manual,"43,106 km",Petrol,1st Owner,"₹5,04,399"
Bengaluru,2014,Maruti,Wagon R 1.0 VXI,Manual,"46,468 km",Petrol,2nd Owner,"₹3,63,099"
Bengaluru,2014,Maruti,Alto K10 VXI,Manual,"39,855 km",Petrol,1st Owner,"₹3,47,399"
Bengaluru,2011,Maruti,Alto K10 VXI,Manual,"67,419 km",Petrol,4th Owner,"₹2,31,199"
Bengaluru,2019,Hyundai,Elite i20 1.2 MAGNA PLUS VTVT,Manual,"14,912 km",Petrol,3rd Owner,"₹6,85,199"
Bengaluru,2019,Volkswagen,Polo Trendline 1.0 L Petrol,Manual,"18,757 km",Petrol,1st Owner,"₹6,41,499"
Bengaluru,2014,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"49,583 km",Petrol,1st Owner,"₹5,04,699"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"22,201 km",Petrol,1st Owner,"₹4,49,699"
Bengaluru,2013,Maruti,Swift VDI,Manual,"52,206 km",Diesel,1st Owner,"₹5,16,599"
Bengaluru,2014,Hyundai,i10 SPORTZ 1.1 IRDE2,Manual,"61,003 km",Petrol,2nd Owner,"₹3,93,999"
Bengaluru,2011,Maruti,Ritz VDI,Manual,"1,16,344 km",Diesel,1st Owner,"₹3,19,699"
Bengaluru,2010,Chevrolet,Spark LT 1.0,Manual,"71,080 km",Petrol,1st Owner,"₹2,23,199"
Bengaluru,2011,Maruti,Alto LXI,Manual,"77,395 km",Petrol,2nd Owner,"₹2,17,899"
Bengaluru,2017,Maruti,IGNIS ALPHA 1.2 K12 DUAL TONE,Manual,"44,756 km",Petrol,1st Owner,"₹6,37,799"
Bengaluru,2019,Maruti,Baleno DELTA 1.2 K12,Manual,"7,010 km",Petrol,1st Owner,"₹7,27,699"
Bengaluru,2012,Maruti,Ritz VXI BS IV,Manual,"79,533 km",Petrol,1st Owner,"₹3,61,899"
Bengaluru,2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"81,632 km",Petrol,2nd Owner,"₹3,68,799"
Bengaluru,2017,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"35,525 km",Petrol,1st Owner,"₹6,95,299"
Bengaluru,2009,Maruti,Alto LXI,Manual,"1,02,742 km",Petrol,1st Owner,"₹1,91,099"
Bengaluru,2011,Maruti,Alto K10 LXI,Manual,"82,396 km",Petrol,3rd Owner,"₹2,33,399"
Bengaluru,2017,Maruti,Celerio ZXI OPT,Manual,"41,404 km",Petrol,1st Owner,"₹4,57,099"
Bengaluru,2009,Hyundai,i10 SPORTZ 1.2,Manual,"65,199 km",Petrol,3rd Owner,"₹2,59,199"
Bengaluru,2010,Hyundai,i20 SPORTZ 1.2 O,Manual,"90,062 km",Petrol,1st Owner,"₹3,54,499"
Bengaluru,2019,Hyundai,Elite i20 1.2  ASTA (O) CVT,,"10,154 km",Petrol,1st Owner,"₹8,27,999"
Bengaluru,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"74,353 km",Petrol,1st Owner,"₹6,03,999"
Bengaluru,2011,Hyundai,i20 MAGNA O 1.2,Manual,"76,229 km",Petrol,1st Owner,"₹3,83,699"
Bengaluru,2017,Maruti,Celerio ZXI AMT,Automatic,"72,907 km",Petrol,1st Owner,"₹4,25,299"
Bengaluru,2018,Maruti,Celerio ZXI,Manual,"42,638 km",Petrol,1st Owner,"₹5,04,599"
Bengaluru,2013,Hyundai,Santro Xing GL PLUS,Manual,"71,938 km",Petrol,3rd Owner,"₹2,41,399"
Bengaluru,2010,Maruti,Wagon R 1.0 VXI,Manual,"85,650 km",Petrol,1st Owner,"₹2,72,599"
Bengaluru,2012,Hyundai,i20 SPORTZ 1.2 VTVT,Manual,"44,047 km",Petrol,2nd Owner,"₹4,65,699"
Bengaluru,2014,Maruti,Swift VDI,Manual,"61,970 km",Diesel,2nd Owner,"₹4,63,299"
Bengaluru,2008,Hyundai,i10 MAGNA,Manual,"87,637 km",Petrol,3rd Owner,"₹2,27,399"
Bengaluru,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"35,083 km",Petrol,1st Owner,"₹5,48,399"
Bengaluru,2012,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"82,823 km",Petrol,1st Owner,"₹3,39,599"
Bengaluru,2017,Maruti,IGNIS DELTA 1.2 K12 AMT,Automatic,"53,658 km",Petrol,1st Owner,"₹5,30,799"
Bengaluru,2017,Maruti,Baleno DELTA 1.2 K12,Manual,"64,827 km",Petrol,1st Owner,"₹5,96,699"
Bengaluru,2014,Hyundai,i20 ASTA 1.4 CRDI,Manual,"1,28,553 km",Diesel,1st Owner,"₹4,34,199"
Bengaluru,2015,Hyundai,Elite i20 ASTA 1.2,Manual,"1,02,624 km",Petrol,1st Owner,"₹5,34,599"
Bengaluru,2015,Honda,Jazz 1.2 V MT,Manual,"92,373 km",Petrol,2nd Owner,"₹4,74,499"
Bengaluru,2018,Maruti,IGNIS ZETA 1.2 K12,Manual,"73,455 km",Petrol,1st Owner,"₹5,19,399"
Bengaluru,2015,Volkswagen,Polo HIGHLINE1.2L PETROL,Manual,"90,272 km",Petrol,1st Owner,"₹5,04,199"
Bengaluru,2010,Ford,Figo 1.4 TITANIUM DURATORQ,Manual,"1,28,489 km",Diesel,1st Owner,"₹2,50,599"
Bengaluru,2015,Maruti,Wagon R 1.0 VXI,Manual,"1,11,252 km",Petrol,1st Owner,"₹3,55,899"
Bengaluru,2010,Hyundai,i20 SPORTZ 1.2 O,Manual,"91,010 km",Petrol,2nd Owner,"₹4,08,599"
Bengaluru,2014,Maruti,Celerio VXI AMT,Automatic,"63,902 km",Petrol,1st Owner,"₹4,01,199"
Bengaluru,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"37,823 km",Petrol,1st Owner,"₹4,98,899"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 AT KAPPA2,Automatic,"25,060 km",Petrol,1st Owner,"₹4,67,299"
Bengaluru,2015,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"63,982 km",Petrol,1st Owner,"₹5,06,599"
Bengaluru,2017,Maruti,Swift ZXI,Manual,"62,328 km",Petrol,1st Owner,"₹6,05,999"
Bengaluru,2012,Maruti,Wagon R 1.0 VXI,Manual,"53,437 km",Petrol,1st Owner,"₹4,24,899"
Bengaluru,2011,Maruti,Ritz VXI BS IV,Manual,"45,719 km",Petrol,2nd Owner,"₹3,39,199"
Bengaluru,2015,Hyundai,Eon D LITE PLUS,Manual,"8,895 km",Petrol,1st Owner,"₹2,97,599"
Bengaluru,2017,Maruti,Wagon R 1.0 VXI,Manual,"32,869 km",Petrol,3rd Owner,"₹3,74,199"
Bengaluru,2012,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"54,131 km",Petrol,1st Owner,"₹3,65,999"
Bengaluru,2010,Volkswagen,Polo HIGHLINE1.2L DIESEL,Manual,"59,580 km",Diesel,1st Owner,"₹3,16,799"
Bengaluru,2010,Chevrolet,Beat LT PETROL,Manual,"33,225 km",Petrol,2nd Owner,"₹2,02,299"
Bengaluru,2016,Chevrolet,Beat LTZ PETROL,Manual,"49,846 km",Petrol,1st Owner,"₹3,28,099"
Bengaluru,2009,Maruti,Alto LXI,Manual,"26,432 km",Petrol,1st Owner,"₹2,16,699"
Bengaluru,2018,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"27,840 km",Petrol,2nd Owner,"₹4,65,099"
Bengaluru,2016,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"29,083 km",Petrol,1st Owner,"₹5,02,799"
Bengaluru,2013,Maruti,Wagon R 1.0 VXI,Manual,"23,353 km",Petrol,1st Owner,"₹3,63,899"
Bengaluru,2015,Honda,Jazz 1.2 V MT,Manual,"25,339 km",Petrol,1st Owner,"₹5,44,799"
Bengaluru,2017,Maruti,Swift VXI OPT,Manual,"4,588 km",Petrol,1st Owner,"₹6,21,199"
Bengaluru,2017,Tata,Tiago XZ 1.2 REVOTRON,Manual,"50,292 km",Petrol,1st Owner,"₹4,25,499"
Bengaluru,2017,Maruti,IGNIS SIGMA 1.2 K12,Manual,"13,941 km",Petrol,1st Owner,"₹4,93,899"
Bengaluru,2015,Maruti,Swift VXI,Manual,"44,557 km",Petrol,1st Owner,"₹4,92,099"
Bengaluru,2017,Maruti,Swift LXI OPT,Manual,"38,561 km",Petrol,3rd Owner,"₹4,73,499"
Bengaluru,2018,Maruti,Celerio VXI AMT,Automatic,"4,051 km",Petrol,2nd Owner,"₹5,02,499"
Bengaluru,2009,Hyundai,i20 MAGNA 1.2 VTVT,Manual,"42,118 km",Petrol,2nd Owner,"₹3,39,799"
Bengaluru,2010,Maruti,Wagon R Duo LXI LPG,Manual,"63,163 km",Petrol + LPG,1st Owner,"₹2,10,999"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"56,861 km",Petrol,2nd Owner,"₹3,59,699"
Bengaluru,2011,Ford,Figo 1.2 TITANIUM DURATEC,Manual,"64,962 km",Petrol,2nd Owner,"₹2,72,299"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"35,702 km",Petrol,1st Owner,"₹3,88,799"
Bengaluru,2014,Hyundai,Elite i20 MAGNA 1.2,Manual,"56,045 km",Petrol,1st Owner,"₹4,75,099"
Bengaluru,2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"9,845 km",Petrol,1st Owner,"₹5,73,599"
Bengaluru,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"10,520 km",Petrol,1st Owner,"₹5,40,399"
Bengaluru,2015,Honda,Jazz 1.2 V MT,Manual,"45,841 km",Petrol,2nd Owner,"₹5,15,999"
Bengaluru,2013,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"45,204 km",Petrol,1st Owner,"₹6,05,799"
Bengaluru,2017,Hyundai,Grand i10 MAGNA 1.2 VTVT,Manual,"36,778 km",Petrol,1st Owner,"₹4,60,099"
Bengaluru,2014,Mahindra,E2O T2,Manual,"67,449 km",Electric,1st Owner,"₹2,36,799"
Bengaluru,2010,Hyundai,Santro Xing GLS,Manual,"73,792 km",Petrol + LPG,3rd Owner,"₹2,23,199"
Bengaluru,2008,Maruti,Swift ZXI 1.3,Manual,"77,566 km",Petrol,2nd Owner,"₹2,97,499"
Bengaluru,2010,Maruti,A Star ZXI,Manual,"99,736 km",Petrol,1st Owner,"₹2,22,099"
Bengaluru,2009,Hyundai,i10 SPORTZ 1.2,Manual,"1,02,544 km",Petrol,2nd Owner,"₹2,50,799"
Bengaluru,2014,Maruti,Celerio VXI AMT,Automatic,"24,947 km",Petrol,1st Owner,"₹4,19,599"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"16,089 km",Petrol,2nd Owner,"₹3,90,099"
Bengaluru,2010,Maruti,Ritz VXI BS IV,Manual,"27,602 km",Petrol,1st Owner,"₹3,53,499"
Bengaluru,2013,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"15,548 km",Petrol,1st Owner,"₹4,18,899"
Bengaluru,2011,Maruti,Wagon R 1.0 VXI,Manual,"29,575 km",Petrol,1st Owner,"₹3,46,899"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"16,261 km",Petrol,1st Owner,"₹3,19,599"
Bengaluru,2013,Volkswagen,Polo GT TSI 1.2 PETROL AT,Automatic,"26,602 km",Petrol,3rd Owner,"₹6,41,699"
Bengaluru,2017,Maruti,Swift LXI OPT,Manual,"13,973 km",Petrol,1st Owner,"₹5,51,499"
Bengaluru,2017,Maruti,Celerio ZXI OPT,Manual,"26,716 km",Petrol,1st Owner,"₹4,56,399"
Bengaluru,2014,Maruti,Alto K10 VXI,Manual,"32,647 km",Petrol,1st Owner,"₹3,48,199"
Bengaluru,2012,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"43,142 km",Petrol,1st Owner,"₹3,74,299"
Bengaluru,2016,Maruti,Alto K10 VXI (O) AMT,Automatic,"28,652 km",Petrol,2nd Owner,"₹3,80,099"
Bengaluru,2016,Tata,Nano TWIST XTA,Automatic,"16,815 km",Petrol,2nd Owner,"₹2,38,199"
Bengaluru,2011,Maruti,Alto K10 VXI,Manual,"31,180 km",Petrol,2nd Owner,"₹2,59,599"
Bengaluru,2010,Maruti,Alto K10 VXI,Manual,"56,095 km",Petrol,1st Owner,"₹2,29,099"
Bengaluru,2011,Maruti,Alto K10 VXI,Manual,"70,996 km",Petrol,1st Owner,"₹2,42,399"
Bengaluru,2013,Maruti,Wagon R 1.0 VXI,Manual,"23,401 km",Petrol,1st Owner,"₹3,48,099"
Bengaluru,2015,Maruti,Celerio VXI AMT,Automatic,"40,425 km",Petrol,2nd Owner,"₹4,37,399"
Bengaluru,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"45,929 km",Petrol,1st Owner,"₹4,50,099"
Bengaluru,2014,Maruti,Wagon R 1.0 VXI,Manual,"27,523 km",Petrol,1st Owner,"₹4,41,599"
Bengaluru,2017,Hyundai,Elite i20 SPORTZ 1.2,Manual,"21,559 km",Petrol,1st Owner,"₹6,39,099"
Bengaluru,2017,Maruti,Alto 800 VXI,Manual,"6,202 km",Petrol,2nd Owner,"₹3,60,299"
Bengaluru,2015,Hyundai,i10 MAGNA 1.1 IRDE2,Manual,"20,542 km",Petrol,2nd Owner,"₹4,00,499"
Bengaluru,2015,Hyundai,Grand i10 ASTA AT 1.2 KAPPA VTVT,Manual,"35,879 km",Petrol,2nd Owner,"₹4,64,599"
Bengaluru,2009,Hyundai,i10 SPORTZ 1.2,Manual,"35,925 km",Petrol,1st Owner,"₹3,11,699"
Bengaluru,2016,Maruti,Celerio VXI (O) AMT,Automatic,"30,904 km",Petrol,1st Owner,"₹4,72,499"
Bengaluru,2013,Maruti,Alto 800 LXI,Manual,"22,668 km",Petrol,1st Owner,"₹2,88,099"
Bengaluru,2011,Hyundai,Santro Xing GL PLUS,Manual,"47,436 km",Petrol,1st Owner,"₹3,46,799"
Bengaluru,2010,Maruti,Alto LXI,Manual,"41,388 km",Petrol,3rd Owner,"₹2,17,899"
Bengaluru,2010,Hyundai,i10 SPORTZ 1.2,Manual,"49,583 km",Petrol,1st Owner,"₹3,24,499"
Bengaluru,2012,Maruti,Swift VXI,Manual,"37,736 km",Petrol,2nd Owner,"₹4,42,699"
Bengaluru,2017,Maruti,Celerio ZXI OPT AMT,Automatic,"14,253 km",Petrol,1st Owner,"₹5,08,499"
Bengaluru,2016,Maruti,Alto 800 VXI,Manual,"34,081 km",Petrol,1st Owner,"₹3,10,999"
Bengaluru,2011,Hyundai,i10 SPORTZ 1.2 KAPPA2,Manual,"53,572 km",Petrol,1st Owner,"₹3,67,299"
Bengaluru,2013,Hyundai,i20 MAGNA O 1.2,Manual,"40,789 km",Petrol,1st Owner,"₹4,33,599"
Bengaluru,2015,Hyundai,Grand i10 SPORTS 1.2 VTVT,Manual,"44,013 km",Petrol,1st Owner,"₹4,48,999"
Bengaluru,2016,Maruti,Wagon R 1.0 VXI,Manual,"27,858 km",Petrol,1st Owner,"₹4,34,299"
Bengaluru,2010,Maruti,Alto LXI,Manual,"36,141 km",Petrol,1st Owner,"₹2,28,499"
Bengaluru,2016,Maruti,Celerio VXI,Manual,"7,113 km",Petrol,1st Owner,"₹4,49,399"
Bengaluru,2016,Renault,Kwid RXT,Manual,"35,445 km",Petrol,1st Owner,"₹3,46,099"
Bengaluru,2020,Maruti,S PRESSO VXI AGS,Automatic,"5,699 km",Petrol,1st Owner,"₹4,87,199"
Bengaluru,2014,Hyundai,i10 SPORTZ 1.1 IRDE2,Manual,"49,235 km",Petrol,2nd Owner,"₹3,62,899"
Bengaluru,2014,Maruti,Swift VXI,Manual,"60,963 km",Petrol,1st Owner,"₹4,66,799"
Bengaluru,2020,Hyundai,GRAND I10 NIOS SPORTZ 1.2 AT,Automatic,"5,456 km",Petrol,1st Owner,"₹7,48,499"
Bengaluru,2012,Maruti,Alto LXI,Manual,"39,773 km",Petrol,2nd Owner,"₹2,52,799"
